文本;实际爬取到的一级评论内容;评论时间;单条评论情绪值;信任度指数1;正向情绪最大绝对值;负向情绪最大绝对值;情绪极性差值;信任度指数2;帖子的真实被转发数;信任度指数3;帖子账号的粉丝数;信任度指数4;信任度值;归一化信任度值
在上宏观经济学脑海里冒出主管几次和我说工作上有的是跟头让我跌（如果以我当下的思维一意孤行的话）陷入沉思耳边又响起老师的讲课声：先行经济形势严峻，疫情后消费水平下降，我有切身的体会，以往;焦虑一下然后我又好了[收到];2023-11-01 14:49:32;0.4706344030376928
-----;------;------;------;0.0;0.4706344030376928;;0;1.0;0;0.0;0;nan;0.4;0.6715125725560596
中央金融工作会议在京举行，怎么解读每五年一次的的金融会议？年月，第一次全国金融工作会议。随后每五年一次，因为疫情去年的延后到今年，不过有意思的每次开完会，次年都是股市相对困难的年份。回顾最近一次，年月，第五次全国金融工作会议召开，会议提出了多项关键举措，以进一步发展中国的金融体系。首要任务是将直接融资发展放在重要位置，以建立多层次资本市场体系，确保融资功能完备、基础制度扎实、市场监管有效，投资者的合法权益得到有效保护。所以，我们看到了最近几年上市公司数量激增，可以说这一次会议定调的加速任务执行的很好。年月底这一次，提到了“清醒看到，金融领域各种矛盾和问题相互交织、相互影响，有的还很突出，经济金融风险隐患仍然较多，金融服务实体经济的质效不高，金融乱象和腐败问题屡禁不止，金融监管和治理能力薄弱。”很明显，融资加速后遗症太猛了，必须要治理了，说白了，已经达到乱象的地步，所以规范市场是主要基调了。玉名超话;转发微博;2023-11-01 08:07:52;0.2877814258285525
-----;------;------;------;0.0;0.2877814258285525;;0;1.0;9;0.026865671641791045;0;nan;0.40537313432835825;0.6805328906948723
中新网专访盛智文：“夜经济”让更多人看到香港经济发展潜力香港在疫情后重新激活“夜经济”，往日的“不夜城”以何种方式重新回归，香港特区政府大力推动的“夜经济”，提供了哪些形式的“夜消费”平台？又如何通过推动“夜经济”与香港饮食文化等深度融合，为香港的城市发展注入新动能？被誉为“兰桂坊之父”的香港兰桂坊集团主席盛智文近日接受中新网港澳会客厅专访时作出解答。（记者戴小橦范思忆刘轩廷罗嗣昱梁源）;范迪塞尔[doge];2023-11-01 09:24:53;-0.10464308298026648
中新网专访盛智文：“夜经济”让更多人看到香港经济发展潜力香港在疫情后重新激活“夜经济”，往日的“不夜城”以何种方式重新回归，香港特区政府大力推动的“夜经济”，提供了哪些形式的“夜消费”平台？又如何通过推动“夜经济”与香港饮食文化等深度融合，为香港的城市发展注入新动能？被誉为“兰桂坊之父”的香港兰桂坊集团主席盛智文近日接受中新网港澳会客厅专访时作出解答。（记者戴小橦范思忆刘轩廷罗嗣昱梁源）;地摊文化;2023-11-01 07:30:24;-0.38667559905969595
中新网专访盛智文：“夜经济”让更多人看到香港经济发展潜力香港在疫情后重新激活“夜经济”，往日的“不夜城”以何种方式重新回归，香港特区政府大力推动的“夜经济”，提供了哪些形式的“夜消费”平台？又如何通过推动“夜经济”与香港饮食文化等深度融合，为香港的城市发展注入新动能？被誉为“兰桂坊之父”的香港兰桂坊集团主席盛智文近日接受中新网港澳会客厅专访时作出解答。（记者戴小橦范思忆刘轩廷罗嗣昱梁源）;[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌];2023-10-31 19:31:39;0.9951604321904681
中新网专访盛智文：“夜经济”让更多人看到香港经济发展潜力香港在疫情后重新激活“夜经济”，往日的“不夜城”以何种方式重新回归，香港特区政府大力推动的“夜经济”，提供了哪些形式的“夜消费”平台？又如何通过推动“夜经济”与香港饮食文化等深度融合，为香港的城市发展注入新动能？被誉为“兰桂坊之父”的香港兰桂坊集团主席盛智文近日接受中新网港澳会客厅专访时作出解答。（记者戴小橦范思忆刘轩廷罗嗣昱梁源）;[good][good][good][good];2023-10-31 22:12:59;0.0
-----;------;------;------;0.5213799843258821;0.9951604321904681;-0.38667559905969595;1.381836031250164;0.30908198437491796;5;0.014925373134328358;0;nan;0.33516986210718563;0.5626769408671398
第届广交会第三期今天在广州琶洲馆开幕了，这是疫情后的第二届广交会，这届比上届的国外客商明显增多。我公司在农产品展馆参展，来摊位洽谈生意的中东地区的客户偏多。广交会是中国经济乃至世界经济的晴雨表，看着熙熙攘攘的客流，发展经济的信心增加了很多。;人多不;2023-11-04 19:22:37;-0.17661840083393954
