-1.1958034	1.2765375	-1.5836734	-3.291339	-2.468186	-3.316544	
-1.404032	-2.3930075	0.77353436	-4.367241	-0.7652796	-2.9283435	
-0.11330336	0.40812594	-2.2392356	-2.8808646	-1.97281	-1.820365	
-1.2394254	-1.9382782	-0.17642254	-3.827734	-1.3664751	-1.9435989	
-0.6617978	-2.6936245	0.594808	-4.6976433	-1.4046984	-1.1871991	
-1.6721053	-0.94439113	-1.844341	-3.5105824	0.8648673	-2.5063891	
-0.53277665	-1.2786198	-0.24252419	-3.6361768	-2.637424	-2.1742735	
-1.7196249	-2.8426356	-1.7251402	-4.1997404	0.08368802	-0.44060305	
0.8924444	-2.9256055	-0.5528648	-4.4148874	-0.6819936	-4.450966	
-2.098342	-0.2251625	0.684234	-4.234805	-1.6199265	-1.5636101	
-2.5534537	1.9299254	-1.5352033	-1.5084709	-2.9976928	-2.2366812	
-0.11717099	-0.66110444	-0.33290726	-4.4191666	-1.2563081	-2.9548674	
-0.3191085	-1.6430367	-1.967667	-1.3570042	0.29124862	-1.3497931	
-1.8600382	-4.03482	-2.0345552	-3.4749207	2.463685	-1.9325436	
0.109647095	-2.4747708	1.6579739	-4.4810963	-2.6403348	-2.2293751	
0.44416052	-3.7234576	0.10422473	-5.102663	-0.61771286	-2.445009	
-2.1069696	1.4246798	-2.316771	1.1341844	-2.5378773	-3.2336934	
-1.4418255	-1.7896407	-0.124075525	-0.67556465	-1.0708394	-0.7473771	
-0.6889543	-2.3659353	2.0879343	-4.941171	-1.663865	-3.4347475	
-2.7659073	-0.0032542944	-1.36374	0.47519147	-3.7356732	-0.8831146	
-1.6263391	-0.9205333	0.9431586	-3.8278728	-1.1893699	-2.5470502	
-0.248519	-3.1050076	2.8048553	-5.5130715	-2.4229245	-2.9746294	
0.430568	-1.4442517	0.3662711	-6.5608296	-2.6987548	-2.7073045	
-1.0127125	-2.1816127	-1.4295291	-1.8255626	1.5232186	-3.6111069	
-2.0828242	-1.128134	0.9979349	-5.5730305	-1.2577469	-2.1267784	
-1.5261493	-0.9636603	0.59754986	-3.631984	-1.3140856	-2.9890032	
-0.5549936	-0.92318296	0.5774747	-1.0261867	-1.7664745	-1.6434413	
-1.0736403	-0.75256604	-1.6849939	-2.489242	0.05980152	-1.5248822	
-1.4381189	-2.8984466	3.1498194	-5.3134418	-1.9980867	-2.2482557	
1.4203972	-2.4595156	-0.82577527	-5.577105	0.041231185	-3.1679447	
-2.4585314	1.8724777	-1.4522594	-2.8410344	-2.4338865	-1.8794038	
-1.9827728	-2.8368478	-2.680551	-1.5668001	1.5943289	-2.1580622	
0.571222	-2.747817	2.463154	-4.8484287	-3.6032948	-1.5127807	
0.49912483	-4.8413105	-0.13038228	-3.0059307	-0.9419354	-2.5232415	
-1.056448	-2.595433	-0.119717136	-3.209208	-1.9720876	-2.1533005	
-2.0822167	-2.244806	-2.2915742	-0.9175309	0.5423249	0.6075655	
